instrument_token,LTP,last_trade_time
11183106,509.25,2023-02-13 13:12:31
11176706,278.5,2023-02-13 13:12:34
11183106,509.25,2023-02-13 13:12:31
11183106,509.25,2023-02-13 13:12:34
11176706,278.75,2023-02-13 13:12:34
11183106,509.25,2023-02-13 13:12:34
11176706,278.9,2023-02-13 13:12:35
11176706,278.65,2023-02-13 13:12:36
11183106,510.0,2023-02-13 13:12:34
11176706,279.15,2023-02-13 13:12:37
11183106,510.0,2023-02-13 13:12:36
11183106,510.0,2023-02-13 13:12:36
11183106,509.65,2023-02-13 13:12:37
11176706,278.85,2023-02-13 13:12:37
11176706,280.0,2023-02-13 13:12:37
11183106,509.65,2023-02-13 13:12:37
11176706,280.0,2023-02-13 13:12:38
11183106,507.65,2023-02-13 13:12:38
11183106,507.65,2023-02-13 13:12:38
11176706,280.0,2023-02-13 13:12:39
11183106,507.65,2023-02-13 13:12:38
11176706,280.6,2023-02-13 13:12:40
11183106,507.65,2023-02-13 13:12:38
11183106,507.65,2023-02-13 13:12:38
11176706,280.5,2023-02-13 13:12:41
11176706,280.4,2023-02-13 13:12:42
11176706,281.0,2023-02-13 13:12:42
11183106,505.1,2023-02-13 13:12:38
11183106,505.1,2023-02-13 13:12:42
11176706,280.6,2023-02-13 13:12:42
11183106,507.4,2023-02-13 13:12:43
11176706,279.45,2023-02-13 13:12:43
11183106,507.6,2023-02-13 13:12:44
11176706,280.2,2023-02-13 13:12:44
11176706,279.8,2023-02-13 13:12:44
11183106,507.6,2023-02-13 13:12:44
11176706,280.25,2023-02-13 13:12:45
11183106,507.6,2023-02-13 13:12:44
11183106,507.65,2023-02-13 13:12:46
11176706,279.75,2023-02-13 13:12:45
11183106,509.25,2023-02-13 13:12:47
11176706,279.5,2023-02-13 13:12:46
11176706,280.0,2023-02-13 13:12:47
11183106,509.7,2023-02-13 13:12:47
11176706,279.65,2023-02-13 13:12:48
11176706,279.75,2023-02-13 13:12:48
11183106,509.7,2023-02-13 13:12:47
11183106,508.5,2023-02-13 13:12:47
11176706,280.4,2023-02-13 13:12:49
11176706,280.65,2023-02-13 13:12:50
11183106,508.0,2023-02-13 13:12:49
11183106,507.0,2023-02-13 13:12:50
11176706,280.65,2023-02-13 13:12:50
11183106,506.4,2023-02-13 13:12:50
11176706,280.3,2023-02-13 13:12:51
11183106,507.65,2023-02-13 13:12:51
11176706,280.6,2023-02-13 13:12:51
11183106,507.05,2023-02-13 13:12:52
11176706,280.0,2023-02-13 13:12:52
11183106,507.0,2023-02-13 13:12:52
11176706,280.3,2023-02-13 13:12:52
11183106,507.0,2023-02-13 13:12:53
11176706,281.0,2023-02-13 13:12:53
11176706,281.0,2023-02-13 13:12:53
11183106,506.1,2023-02-13 13:12:53
11183106,506.55,2023-02-13 13:12:54
11176706,279.85,2023-02-13 13:12:55
11176706,280.5,2023-02-13 13:12:55
11183106,507.5,2023-02-13 13:12:55
11176706,280.65,2023-02-13 13:12:56
11183106,507.3,2023-02-13 13:12:55
11176706,279.95,2023-02-13 13:12:56
11183106,507.3,2023-02-13 13:12:56
11183106,508.0,2023-02-13 13:12:56
11176706,280.15,2023-02-13 13:12:57
11183106,507.45,2023-02-13 13:12:57
11176706,280.0,2023-02-13 13:12:57
11176706,280.75,2023-02-13 13:12:58
11183106,506.9,2023-02-13 13:12:58
11183106,506.9,2023-02-13 13:12:58
11176706,279.4,2023-02-13 13:12:59
11183106,507.6,2023-02-13 13:12:59
11176706,280.0,2023-02-13 13:12:59
11176706,280.15,2023-02-13 13:13:00
11183106,507.3,2023-02-13 13:12:59
11183106,508.6,2023-02-13 13:13:00
11176706,280.05,2023-02-13 13:13:00
11176706,279.75,2023-02-13 13:13:01
11183106,508.2,2023-02-13 13:13:01
11176706,279.35,2023-02-13 13:13:01
11183106,509.1,2023-02-13 13:13:01
11183106,508.15,2023-02-13 13:13:02
11176706,279.7,2023-02-13 13:13:02
11183106,508.15,2023-02-13 13:13:02
11176706,280.2,2023-02-13 13:13:03
11176706,279.6,2023-02-13 13:13:03
11183106,509.3,2023-02-13 13:13:04
11176706,279.6,2023-02-13 13:13:04
11183106,509.25,2023-02-13 13:13:04
11183106,509.25,2023-02-13 13:13:04
11176706,279.0,2023-02-13 13:13:04
11176706,279.25,2023-02-13 13:13:05
11183106,508.9,2023-02-13 13:13:05
11176706,279.2,2023-02-13 13:13:06
11183106,508.9,2023-02-13 13:13:05
11183106,508.8,2023-02-13 13:13:06
11176706,279.2,2023-02-13 13:13:06
11176706,279.1,2023-02-13 13:13:06
11183106,509.2,2023-02-13 13:13:07
11183106,509.2,2023-02-13 13:13:07
11176706,278.75,2023-02-13 13:13:08
11176706,278.9,2023-02-13 13:13:08
11183106,509.25,2023-02-13 13:13:08
11176706,278.85,2023-02-13 13:13:09
11183106,509.25,2023-02-13 13:13:08
11183106,509.25,2023-02-13 13:13:09
11176706,278.0,2023-02-13 13:13:09
11183106,508.45,2023-02-13 13:13:10
11176706,278.0,2023-02-13 13:13:10
11183106,507.0,2023-02-13 13:13:10
11176706,280.05,2023-02-13 13:13:10
11176706,279.45,2023-02-13 13:13:11
11183106,508.1,2023-02-13 13:13:11
11176706,279.65,2023-02-13 13:13:12
11183106,508.1,2023-02-13 13:13:11
11183106,506.45,2023-02-13 13:13:12
11176706,280.1,2023-02-13 13:13:12
11183106,506.45,2023-02-13 13:13:12
11176706,280.55,2023-02-13 13:13:13
11183106,506.95,2023-02-13 13:13:13
11176706,280.5,2023-02-13 13:13:13
11176706,279.45,2023-02-13 13:13:13
11183106,508.5,2023-02-13 13:13:14
11183106,509.65,2023-02-13 13:13:14
11176706,279.65,2023-02-13 13:13:15
11176706,280.3,2023-02-13 13:13:15
11183106,509.65,2023-02-13 13:13:14
11176706,280.75,2023-02-13 13:13:16
11183106,509.65,2023-02-13 13:13:14
11183106,506.5,2023-02-13 13:13:14
11176706,280.75,2023-02-13 13:13:17
11183106,506.5,2023-02-13 13:13:17
11176706,280.6,2023-02-13 13:13:17
11176706,280.1,2023-02-13 13:13:18
11183106,507.85,2023-02-13 13:13:17
11176706,279.15,2023-02-13 13:13:18
11183106,508.2,2023-02-13 13:13:18
11176706,279.6,2023-02-13 13:13:19
11183106,509.65,2023-02-13 13:13:19
11176706,279.0,2023-02-13 13:13:20
11183106,511.0,2023-02-13 13:13:19
11183106,511.65,2023-02-13 13:13:20
11176706,278.0,2023-02-13 13:13:20
11183106,510.85,2023-02-13 13:13:21
11176706,277.9,2023-02-13 13:13:21
11183106,512.4,2023-02-13 13:13:21
11176706,277.7,2023-02-13 13:13:22
11183106,512.4,2023-02-13 13:13:21
11176706,277.15,2023-02-13 13:13:23
11183106,513.15,2023-02-13 13:13:22
11183106,513.75,2023-02-13 13:13:23
11176706,277.2,2023-02-13 13:13:23
11176706,277.05,2023-02-13 13:13:24
11183106,513.75,2023-02-13 13:13:23
11183106,512.8,2023-02-13 13:13:24
11176706,277.4,2023-02-13 13:13:24
11183106,512.8,2023-02-13 13:13:24
11176706,277.05,2023-02-13 13:13:25
11176706,276.9,2023-02-13 13:13:26
11183106,512.8,2023-02-13 13:13:24
11176706,277.05,2023-02-13 13:13:26
11176706,276.75,2023-02-13 13:13:27
11176706,276.7,2023-02-13 13:13:27
11183106,512.8,2023-02-13 13:13:24
11176706,277.05,2023-02-13 13:13:28
11183106,512.8,2023-02-13 13:13:24
11183106,512.8,2023-02-13 13:13:24
11183106,512.55,2023-02-13 13:13:29
11176706,277.1,2023-02-13 13:13:29
11176706,277.65,2023-02-13 13:13:30
11183106,512.55,2023-02-13 13:13:29
11183106,512.55,2023-02-13 13:13:29
11176706,277.6,2023-02-13 13:13:30
11183106,510.9,2023-02-13 13:13:29
11176706,278.7,2023-02-13 13:13:31
11176706,278.35,2023-02-13 13:13:32
11183106,510.25,2023-02-13 13:13:31
11183106,510.25,2023-02-13 13:13:31
11176706,278.9,2023-02-13 13:13:32
11183106,510.9,2023-02-13 13:13:33
11176706,278.55,2023-02-13 13:13:33
11183106,510.9,2023-02-13 13:13:33
11176706,278.15,2023-02-13 13:13:34
11183106,511.25,2023-02-13 13:13:34
11176706,278.2,2023-02-13 13:13:35
11183106,511.25,2023-02-13 13:13:34
11176706,277.75,2023-02-13 13:13:35
11183106,511.25,2023-02-13 13:13:34
11176706,278.2,2023-02-13 13:13:36
11183106,511.25,2023-02-13 13:13:34
11176706,278.3,2023-02-13 13:13:37
11183106,511.25,2023-02-13 13:13:34
11183106,511.25,2023-02-13 13:13:34
11176706,278.25,2023-02-13 13:13:38
11183106,511.25,2023-02-13 13:13:34
11183106,511.25,2023-02-13 13:13:34
11176706,278.35,2023-02-13 13:13:39
11183106,511.25,2023-02-13 13:13:34
11176706,278.0,2023-02-13 13:13:39
11176706,278.1,2023-02-13 13:13:40
11183106,511.25,2023-02-13 13:13:34
11183106,511.25,2023-02-13 13:13:34
11176706,278.2,2023-02-13 13:13:40
11176706,278.7,2023-02-13 13:13:41
11183106,511.25,2023-02-13 13:13:34
11176706,278.75,2023-02-13 13:13:41
11176706,278.95,2023-02-13 13:13:42
11183106,511.25,2023-02-13 13:13:34
11183106,511.25,2023-02-13 13:13:34
11176706,278.8,2023-02-13 13:13:42
11183106,510.55,2023-02-13 13:13:34
11176706,278.8,2023-02-13 13:13:43
11176706,278.7,2023-02-13 13:13:44
11183106,510.55,2023-02-13 13:13:43
11176706,278.0,2023-02-13 13:13:45
11176706,278.25,2023-02-13 13:13:45
11183106,510.55,2023-02-13 13:13:43
11183106,510.9,2023-02-13 13:13:43
11176706,278.5,2023-02-13 13:13:47
11183106,510.95,2023-02-13 13:13:46
11183106,510.95,2023-02-13 13:13:46
11183106,510.95,2023-02-13 13:13:46
11176706,278.4,2023-02-13 13:13:48
11183106,510.5,2023-02-13 13:13:46
11176706,278.45,2023-02-13 13:13:48
11183106,511.25,2023-02-13 13:13:49
11176706,277.5,2023-02-13 13:13:49
11176706,278.4,2023-02-13 13:13:50
11183106,511.25,2023-02-13 13:13:49
11183106,511.25,2023-02-13 13:13:49
11176706,278.6,2023-02-13 13:13:51
11183106,511.25,2023-02-13 13:13:49
11183106,508.6,2023-02-13 13:13:49
11176706,279.15,2023-02-13 13:13:51
11176706,279.15,2023-02-13 13:13:52
11183106,508.6,2023-02-13 13:13:52
11176706,279.8,2023-02-13 13:13:53
11183106,508.6,2023-02-13 13:13:52
11176706,279.95,2023-02-13 13:13:54
11183106,508.6,2023-02-13 13:13:52
11176706,279.45,2023-02-13 13:13:54
11183106,508.65,2023-02-13 13:13:55
11176706,279.2,2023-02-13 13:13:55
11183106,508.65,2023-02-13 13:13:55
11176706,278.9,2023-02-13 13:13:55
11183106,509.5,2023-02-13 13:13:56
11176706,279.85,2023-02-13 13:13:56
11183106,509.5,2023-02-13 13:13:56
11176706,279.9,2023-02-13 13:13:57
11183106,510.1,2023-02-13 13:13:56
11176706,279.45,2023-02-13 13:13:58
11183106,510.1,2023-02-13 13:13:57
11183106,510.1,2023-02-13 13:13:57
11176706,279.6,2023-02-13 13:13:59
11183106,509.8,2023-02-13 13:13:57
11176706,279.3,2023-02-13 13:14:00
11183106,508.8,2023-02-13 13:14:00
11176706,278.0,2023-02-13 13:14:01
11183106,508.8,2023-02-13 13:14:00
11176706,279.2,2023-02-13 13:14:01
11183106,510.0,2023-02-13 13:14:01
11176706,279.5,2023-02-13 13:14:02
11183106,510.1,2023-02-13 13:14:02
11183106,510.1,2023-02-13 13:14:02
11176706,278.75,2023-02-13 13:14:03
11176706,278.95,2023-02-13 13:14:03
11183106,510.1,2023-02-13 13:14:02
11176706,279.35,2023-02-13 13:14:04
11183106,510.1,2023-02-13 13:14:02
11176706,279.3,2023-02-13 13:14:05
11183106,510.1,2023-02-13 13:14:02
11176706,278.8,2023-02-13 13:14:05
11183106,510.1,2023-02-13 13:14:02
11183106,510.85,2023-02-13 13:14:02
11176706,278.8,2023-02-13 13:14:05
11176706,278.25,2023-02-13 13:14:06
11183106,510.85,2023-02-13 13:14:05
11183106,510.45,2023-02-13 13:14:07
11176706,278.35,2023-02-13 13:14:07
11176706,278.65,2023-02-13 13:14:08
11183106,510.45,2023-02-13 13:14:07
11183106,511.0,2023-02-13 13:14:07
11176706,278.0,2023-02-13 13:14:08
11183106,510.2,2023-02-13 13:14:08
11183106,510.2,2023-02-13 13:14:09
11176706,278.1,2023-02-13 13:14:09
11183106,510.05,2023-02-13 13:14:09
11176706,278.7,2023-02-13 13:14:10
11183106,510.05,2023-02-13 13:14:09
11183106,510.05,2023-02-13 13:14:09
11176706,278.15,2023-02-13 13:14:11
11183106,510.05,2023-02-13 13:14:09
11176706,278.15,2023-02-13 13:14:11
11176706,279.05,2023-02-13 13:14:13
11183106,508.8,2023-02-13 13:14:09
11183106,509.7,2023-02-13 13:14:13
11183106,509.7,2023-02-13 13:14:13
11176706,278.6,2023-02-13 13:14:13
11183106,510.8,2023-02-13 13:14:14
11176706,278.15,2023-02-13 13:14:14
11176706,278.45,2023-02-13 13:14:14
11183106,510.0,2023-02-13 13:14:14
11183106,510.0,2023-02-13 13:14:15
11176706,278.45,2023-02-13 13:14:15
11183106,508.6,2023-02-13 13:14:15
11176706,278.95,2023-02-13 13:14:16
11183106,508.45,2023-02-13 13:14:16
11176706,279.1,2023-02-13 13:14:17
11183106,508.45,2023-02-13 13:14:17
11176706,279.7,2023-02-13 13:14:17
11183106,508.45,2023-02-13 13:14:17
11176706,279.05,2023-02-13 13:14:18
11176706,279.0,2023-02-13 13:14:18
11183106,509.05,2023-02-13 13:14:18
11183106,509.05,2023-02-13 13:14:18
11176706,278.95,2023-02-13 13:14:19
11183106,509.05,2023-02-13 13:14:18
11176706,279.35,2023-02-13 13:14:20
11183106,508.65,2023-02-13 13:14:18
11176706,279.55,2023-02-13 13:14:21
11176706,279.05,2023-02-13 13:14:21
11183106,508.65,2023-02-13 13:14:20
11176706,279.15,2023-02-13 13:14:22
11176706,279.4,2023-02-13 13:14:22
11183106,508.65,2023-02-13 13:14:20
11183106,508.65,2023-02-13 13:14:20
11176706,279.25,2023-02-13 13:14:23
11183106,508.65,2023-02-13 13:14:20
11176706,279.25,2023-02-13 13:14:24
11183106,510.0,2023-02-13 13:14:24
11176706,278.85,2023-02-13 13:14:25
11183106,511.2,2023-02-13 13:14:24
11183106,511.2,2023-02-13 13:14:25
11176706,278.6,2023-02-13 13:14:25
11176706,278.7,2023-02-13 13:14:26
11183106,510.2,2023-02-13 13:14:25
11183106,511.35,2023-02-13 13:14:26
11176706,278.35,2023-02-13 13:14:27
11183106,511.45,2023-02-13 13:14:27
11176706,278.2,2023-02-13 13:14:27
11176706,278.65,2023-02-13 13:14:28
11183106,509.25,2023-02-13 13:14:27
11176706,279.0,2023-02-13 13:14:28
11176706,279.0,2023-02-13 13:14:29
11183106,509.25,2023-02-13 13:14:28
11183106,509.25,2023-02-13 13:14:28
11176706,279.55,2023-02-13 13:14:30
11183106,509.25,2023-02-13 13:14:28
11176706,278.8,2023-02-13 13:14:30
11183106,510.25,2023-02-13 13:14:28
11183106,510.4,2023-02-13 13:14:31
11176706,279.0,2023-02-13 13:14:32
11183106,510.7,2023-02-13 13:14:32
11176706,278.45,2023-02-13 13:14:33
11183106,510.8,2023-02-13 13:14:32
11183106,510.8,2023-02-13 13:14:33
11176706,279.25,2023-02-13 13:14:33
11183106,510.8,2023-02-13 13:14:33
11176706,278.75,2023-02-13 13:14:34
11183106,510.0,2023-02-13 13:14:34
11176706,279.5,2023-02-13 13:14:35
11176706,279.75,2023-02-13 13:14:35
11183106,510.0,2023-02-13 13:14:34
11183106,509.0,2023-02-13 13:14:34
11176706,279.75,2023-02-13 13:14:36
11183106,509.0,2023-02-13 13:14:36
11176706,279.05,2023-02-13 13:14:36
11176706,279.4,2023-02-13 13:14:37
11183106,508.0,2023-02-13 13:14:36
11183106,508.0,2023-02-13 13:14:37
11176706,280.0,2023-02-13 13:14:38
11183106,508.0,2023-02-13 13:14:37
11176706,279.9,2023-02-13 13:14:38
11183106,508.0,2023-02-13 13:14:37
11183106,508.0,2023-02-13 13:14:37
11176706,279.45,2023-02-13 13:14:39
11183106,505.0,2023-02-13 13:14:37
11183106,503.65,2023-02-13 13:14:40
11176706,281.75,2023-02-13 13:14:40
11183106,503.65,2023-02-13 13:14:41
11176706,281.85,2023-02-13 13:14:42
11183106,503.7,2023-02-13 13:14:41
11176706,281.95,2023-02-13 13:14:43
11183106,504.75,2023-02-13 13:14:42
11183106,504.75,2023-02-13 13:14:42
11176706,281.4,2023-02-13 13:14:43
11176706,281.55,2023-02-13 13:14:43
11183106,503.75,2023-02-13 13:14:43
11183106,505.0,2023-02-13 13:14:44
11176706,281.1,2023-02-13 13:14:44
11183106,507.0,2023-02-13 13:14:44
11176706,281.05,2023-02-13 13:14:44
11183106,505.85,2023-02-13 13:14:45
11176706,281.0,2023-02-13 13:14:45
11176706,280.75,2023-02-13 13:14:46
11183106,506.15,2023-02-13 13:14:47
11176706,281.85,2023-02-13 13:14:47
11183106,506.15,2023-02-13 13:14:47
11176706,282.0,2023-02-13 13:14:47
11176706,282.15,2023-02-13 13:14:48
11183106,503.5,2023-02-13 13:14:48
11176706,282.5,2023-02-13 13:14:48
11176706,283.0,2023-02-13 13:14:49
11183106,503.5,2023-02-13 13:14:48
11183106,504.45,2023-02-13 13:14:48
11176706,283.0,2023-02-13 13:14:50
11183106,504.4,2023-02-13 13:14:50
11183106,503.0,2023-02-13 13:14:50
11176706,283.95,2023-02-13 13:14:51
11183106,503.4,2023-02-13 13:14:51
11176706,283.0,2023-02-13 13:14:51
11183106,504.0,2023-02-13 13:14:52
11176706,282.95,2023-02-13 13:14:52
11183106,504.0,2023-02-13 13:14:52
11176706,283.35,2023-02-13 13:14:53
11176706,283.7,2023-02-13 13:14:54
11183106,502.1,2023-02-13 13:14:53
11176706,283.5,2023-02-13 13:14:54
11183106,504.0,2023-02-13 13:14:54
11176706,282.5,2023-02-13 13:14:54
11183106,504.0,2023-02-13 13:14:54
11176706,282.7,2023-02-13 13:14:55
11183106,503.2,2023-02-13 13:14:55
11176706,282.95,2023-02-13 13:14:55
11183106,504.25,2023-02-13 13:14:56
11176706,282.9,2023-02-13 13:14:56
11176706,282.25,2023-02-13 13:14:56
11183106,505.0,2023-02-13 13:14:56
11176706,282.6,2023-02-13 13:14:57
11183106,504.55,2023-02-13 13:14:57
11176706,282.95,2023-02-13 13:14:58
11176706,283.85,2023-02-13 13:14:58
11183106,503.2,2023-02-13 13:14:58
11176706,283.35,2023-02-13 13:15:00
11183106,503.2,2023-02-13 13:14:58
11183106,503.5,2023-02-13 13:14:59
11176706,283.5,2023-02-13 13:15:00
11183106,503.15,2023-02-13 13:14:59
11176706,283.5,2023-02-13 13:15:00
11176706,283.5,2023-02-13 13:15:01
11183106,500.6,2023-02-13 13:15:01
11183106,499.9,2023-02-13 13:15:01
11176706,284.95,2023-02-13 13:15:01
11176706,285.75,2023-02-13 13:15:02
11183106,500.0,2023-02-13 13:15:02
11176706,285.65,2023-02-13 13:15:03
11183106,499.2,2023-02-13 13:15:02
11176706,284.95,2023-02-13 13:15:03
11183106,499.05,2023-02-13 13:15:03
11176706,283.9,2023-02-13 13:15:04
11183106,500.0,2023-02-13 13:15:04
11176706,284.3,2023-02-13 13:15:05
11176706,283.55,2023-02-13 13:15:05
11183106,502.05,2023-02-13 13:15:05
11176706,283.25,2023-02-13 13:15:05
11183106,501.0,2023-02-13 13:15:06
11176706,283.45,2023-02-13 13:15:06
11176706,282.4,2023-02-13 13:15:07
11183106,505.15,2023-02-13 13:15:07
11183106,505.15,2023-02-13 13:15:07
11176706,282.7,2023-02-13 13:15:08
11183106,505.15,2023-02-13 13:15:07
11183106,503.5,2023-02-13 13:15:08
11176706,282.95,2023-02-13 13:15:09
11176706,282.7,2023-02-13 13:15:09
11183106,505.3,2023-02-13 13:15:10
11176706,284.5,2023-02-13 13:15:10
11183106,501.6,2023-02-13 13:15:11
11176706,283.85,2023-02-13 13:15:10
11176706,284.0,2023-02-13 13:15:11
11183106,501.6,2023-02-13 13:15:11
11183106,501.6,2023-02-13 13:15:11
11176706,284.05,2023-02-13 13:15:11
11176706,285.0,2023-02-13 13:15:12
11183106,501.6,2023-02-13 13:15:11
11176706,284.1,2023-02-13 13:15:12
11176706,283.35,2023-02-13 13:15:14
11183106,501.6,2023-02-13 13:15:11
11183106,503.35,2023-02-13 13:15:11
11183106,500.7,2023-02-13 13:15:14
11176706,284.1,2023-02-13 13:15:15
11183106,500.7,2023-02-13 13:15:15
11176706,284.45,2023-02-13 13:15:15
11176706,284.85,2023-02-13 13:15:16
11183106,500.7,2023-02-13 13:15:15
11176706,285.45,2023-02-13 13:15:16
11183106,500.7,2023-02-13 13:15:15
11176706,285.2,2023-02-13 13:15:17
11183106,501.05,2023-02-13 13:15:15
11183106,500.75,2023-02-13 13:15:17
11176706,284.95,2023-02-13 13:15:17
11183106,500.1,2023-02-13 13:15:18
11176706,285.1,2023-02-13 13:15:18
11176706,285.2,2023-02-13 13:15:19
11183106,500.1,2023-02-13 13:15:18
11176706,284.6,2023-02-13 13:15:19
11183106,501.05,2023-02-13 13:15:19
11176706,284.95,2023-02-13 13:15:20
11183106,501.55,2023-02-13 13:15:19
11176706,284.95,2023-02-13 13:15:21
11183106,501.5,2023-02-13 13:15:20
11183106,501.5,2023-02-13 13:15:20
11176706,285.05,2023-02-13 13:15:22
11176706,285.0,2023-02-13 13:15:22
11183106,501.5,2023-02-13 13:15:20
11176706,285.55,2023-02-13 13:15:22
11183106,501.2,2023-02-13 13:15:22
11183106,500.3,2023-02-13 13:15:23
11176706,285.55,2023-02-13 13:15:23
11183106,502.15,2023-02-13 13:15:23
11176706,285.45,2023-02-13 13:15:24
11176706,284.3,2023-02-13 13:15:24
11183106,500.0,2023-02-13 13:15:24
11183106,500.0,2023-02-13 13:15:24
11176706,284.6,2023-02-13 13:15:25
11176706,284.55,2023-02-13 13:15:25
11183106,501.75,2023-02-13 13:15:25
11183106,501.6,2023-02-13 13:15:25
11176706,283.8,2023-02-13 13:15:26
11183106,501.05,2023-02-13 13:15:26
11176706,284.0,2023-02-13 13:15:26
11183106,503.0,2023-02-13 13:15:27
11176706,283.4,2023-02-13 13:15:27
11183106,503.0,2023-02-13 13:15:27
11176706,284.4,2023-02-13 13:15:28
11176706,283.6,2023-02-13 13:15:29
11183106,502.75,2023-02-13 13:15:29
11183106,502.75,2023-02-13 13:15:29
11183106,501.6,2023-02-13 13:15:29
11176706,283.5,2023-02-13 13:15:30
11183106,501.6,2023-02-13 13:15:30
11176706,284.0,2023-02-13 13:15:30
11176706,283.75,2023-02-13 13:15:31
11183106,501.45,2023-02-13 13:15:30
11176706,284.1,2023-02-13 13:15:32
11183106,503.3,2023-02-13 13:15:32
11176706,282.75,2023-02-13 13:15:32
11176706,282.65,2023-02-13 13:15:33
11183106,503.3,2023-02-13 13:15:32
11183106,504.8,2023-02-13 13:15:33
11176706,283.1,2023-02-13 13:15:33
11176706,283.0,2023-02-13 13:15:34
11183106,505.15,2023-02-13 13:15:34
11176706,282.0,2023-02-13 13:15:34
11183106,506.45,2023-02-13 13:15:35
11176706,281.75,2023-02-13 13:15:35
11183106,506.45,2023-02-13 13:15:35
11176706,282.5,2023-02-13 13:15:35
11176706,282.6,2023-02-13 13:15:36
11183106,505.0,2023-02-13 13:15:36
11183106,503.45,2023-02-13 13:15:37
11176706,282.9,2023-02-13 13:15:37
11183106,504.4,2023-02-13 13:15:37
11176706,283.25,2023-02-13 13:15:37
11176706,283.6,2023-02-13 13:15:38
11176706,283.2,2023-02-13 13:15:39
11183106,504.4,2023-02-13 13:15:37
11176706,283.15,2023-02-13 13:15:39
11183106,504.4,2023-02-13 13:15:37
11176706,283.0,2023-02-13 13:15:40
11176706,282.75,2023-02-13 13:15:40
11183106,504.4,2023-02-13 13:15:37
11183106,504.4,2023-02-13 13:15:41
11176706,283.0,2023-02-13 13:15:41
11176706,283.05,2023-02-13 13:15:42
11183106,504.15,2023-02-13 13:15:42
11183106,503.5,2023-02-13 13:15:42
11176706,283.65,2023-02-13 13:15:42
11176706,283.8,2023-02-13 13:15:43
11183106,503.5,2023-02-13 13:15:42
11183106,503.5,2023-02-13 13:15:42
11176706,283.25,2023-02-13 13:15:44
11183106,503.35,2023-02-13 13:15:44
11176706,282.9,2023-02-13 13:15:45
11183106,503.35,2023-02-13 13:15:44
11176706,283.5,2023-02-13 13:15:45
11183106,504.05,2023-02-13 13:15:44
11176706,282.75,2023-02-13 13:15:46
11183106,504.05,2023-02-13 13:15:46
11176706,283.0,2023-02-13 13:15:47
11176706,282.9,2023-02-13 13:15:47
11183106,504.05,2023-02-13 13:15:46
11176706,282.45,2023-02-13 13:15:48
11183106,504.05,2023-02-13 13:15:46
11176706,283.3,2023-02-13 13:15:48
11176706,282.6,2023-02-13 13:15:49
11176706,283.0,2023-02-13 13:15:49
11183106,504.05,2023-02-13 13:15:46
11183106,503.95,2023-02-13 13:15:51
11176706,283.0,2023-02-13 13:15:50
11176706,282.8,2023-02-13 13:15:51
11183106,503.95,2023-02-13 13:15:51
11183106,506.0,2023-02-13 13:15:52
11176706,281.65,2023-02-13 13:15:51
11176706,281.65,2023-02-13 13:15:52
11176706,281.65,2023-02-13 13:15:52
11183106,506.95,2023-02-13 13:15:53
11183106,506.95,2023-02-13 13:15:53
11176706,281.8,2023-02-13 13:15:53
11183106,507.65,2023-02-13 13:15:53
11176706,281.0,2023-02-13 13:15:54
11183106,508.0,2023-02-13 13:15:54
11176706,280.65,2023-02-13 13:15:54
11176706,280.65,2023-02-13 13:15:55
11183106,508.6,2023-02-13 13:15:55
11176706,280.75,2023-02-13 13:15:56
11183106,508.6,2023-02-13 13:15:55
11176706,280.65,2023-02-13 13:15:56
11176706,281.8,2023-02-13 13:15:57
11183106,506.85,2023-02-13 13:15:55
11176706,281.7,2023-02-13 13:15:58
11183106,506.1,2023-02-13 13:15:58
11176706,281.25,2023-02-13 13:15:58
11183106,508.15,2023-02-13 13:15:59
11176706,280.7,2023-02-13 13:15:59
11183106,508.15,2023-02-13 13:15:59
11176706,280.7,2023-02-13 13:15:59
11183106,508.15,2023-02-13 13:15:59
11176706,280.25,2023-02-13 13:16:00
11176706,280.8,2023-02-13 13:16:00
11183106,507.05,2023-02-13 13:15:59
11183106,507.05,2023-02-13 13:16:00
11176706,280.35,2023-02-13 13:16:01
11183106,507.1,2023-02-13 13:16:00
11176706,280.95,2023-02-13 13:16:01
11183106,507.1,2023-02-13 13:16:02
11176706,280.0,2023-02-13 13:16:02
11183106,507.95,2023-02-13 13:16:02
11176706,280.6,2023-02-13 13:16:02
11183106,508.0,2023-02-13 13:16:02
11176706,280.65,2023-02-13 13:16:03
11176706,279.9,2023-02-13 13:16:04
11183106,508.0,2023-02-13 13:16:03
11176706,279.35,2023-02-13 13:16:04
11183106,508.0,2023-02-13 13:16:03
11176706,279.2,2023-02-13 13:16:05
11183106,509.0,2023-02-13 13:16:05
11176706,280.2,2023-02-13 13:16:06
11183106,508.95,2023-02-13 13:16:05
11183106,508.95,2023-02-13 13:16:06
11176706,280.1,2023-02-13 13:16:06
11176706,280.75,2023-02-13 13:16:07
11183106,509.0,2023-02-13 13:16:07
11176706,279.7,2023-02-13 13:16:07
11176706,279.85,2023-02-13 13:16:08
11183106,509.0,2023-02-13 13:16:08
11176706,279.6,2023-02-13 13:16:09
11183106,509.0,2023-02-13 13:16:09
11176706,279.6,2023-02-13 13:16:09
11183106,509.0,2023-02-13 13:16:09
11176706,279.9,2023-02-13 13:16:10
11183106,509.0,2023-02-13 13:16:09
11176706,279.2,2023-02-13 13:16:10
11176706,279.7,2023-02-13 13:16:11
11176706,279.25,2023-02-13 13:16:12
